row_idx,description,review,desc_S01_score,rev_S01_score,desc_S02_score,rev_S02_score,desc_S03_score,rev_S03_score,desc_S04_score,rev_S04_score,desc_S05_score,rev_S05_score,desc_S06_score,rev_S06_score,desc_S07_score,rev_S07_score,desc_S08_score,rev_S08_score,desc_S09_score,rev_S09_score,desc_S10_score,rev_S10_score
10418,"Welcome to the Plaza Suite, a newly renovated studio condo in an historic Center Square mansion.  Enter through a grand reception hall/art gallery and climb the oak staircase to the sunny and spacious second floor apartment. There's a nice view of State Street and the Empire State Plaza.  Features include: a new fully equipped kitchen, comfy lounge area, dining /work table, renovated vintage bathroom, walk-in closet and new queen bed. Feel free to enjoy a glass of wine in the art gallery.",A perfect spot for my trip to the Capitol. Really clear check in instructions with detailed step by step photos were so helpful. David was quick to respond to my parking questions.,0.5,0.0,0.5,0.5,0.5,0.8,0.5,0.5,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.8,0.5,0.0,0.5,0.0
5923,"Beautiful 2nd Floor apartment in the heart of Albany. We are located just steps away from Washington Park, Albany Med, local restaurants and bars. This space features refinished original hardwood floors, exposed brick and a built in fireplace with 50"" Smart TV. Magnificent large kitchen. Second floor balcony. Free street parking only.","Scott had a wonderful home, everything was clean, close to the main parts of Albany. He responded in a timely manner , give good local advice. Would recommend to anyone visiting Albany.",0.5,0.8,0.8,0.8,0.5,0.8,0.8,0.8,0.5,0.5,0.5,0.5,0.8,0.8,0.5,0.8,0.5,0.5,0.5,0.5
1856,"Immaculate two level 3000 Sq. Ft. Bright & Sunny Cape Cod with 4 large bedrooms, Den, 2 full baths, living, dining & kitchen. Central Air & Heat. The house is situated in upscale Pine hills neighborhood on a quite dead end street with a Creek flowing through the back of the property. Peaceful & Serene View from Deck. Convenient location. Parking, Streaming Channels & WiFi included.  Relax on the deck overlooking creek with nature sounds. Short drive  to Ski Resorts.","This is a huge home at a great price overlooking a creek with a deck in a beautiful area. Staying here was just what we needed during our travels. With such amazing value, I even wondered if it was a share when we walked in but it was all ours! Buddha is in the garden and treats his guests with all the house a family could need. THANKS AGAIN!",0.8,0.8,0.5,0.8,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2030,"Private bedroom, shared living room, and shared bathroom on the 2nd floor in my personal home with 2-3 guests. 3 fans in each bedroom. 16 inch memory foam mattress. Mini fridge, microwave, coffee maker, and toaster in the room.  No ac and no kitchen use. Self-check-in Owner-occupied house. On bus lines. You’ll love my place because of its uniqueness, location, and vintage finds.  Direct bus line to Greyhound, Amtrak, Mall, Empire State Plaza, , and Suny Albany.  Free street parking only.","Host was responsive and helpful in resolving a technical issue. Home was great, quite, and clean. thank you so much.",0.5,0.5,0.5,0.5,0.5,0.8,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.8,0.5,0.5,0.5,0.5
9569,"This charming townhouse is located in the historic district of Albany. This stay is surrounded by many great indoor and outdoor attractions. The State Capitol is a short 5 minute walk away. For those who enjoy trying new food or love their morning coffee, you can visit one of the many restaurants, bars and cafes located on Lark Street. No matter what reason you have for visiting Albany, this home away from home is the perfect stay!","Great host! The home was very clean, warm and cozy. We spent Christmas here and Jared left a nice gift for my family. Additionally, the house was very clean and came with kitchen filled with pots and pans. Jared was very responsive and communicative throughout our stay. I would definitely stay again when Albany and unreservedly recommend here.",0.5,0.8,0.8,0.8,0.5,0.8,0.8,0.8,0.5,0.5,0.8,0.8,0.5,0.5,0.8,0.8,0.8,0.8,0.5,0.5
10356,"Welcome to the Plaza Suite, a newly renovated studio condo in an historic Center Square mansion.  Enter through a grand reception hall/art gallery and climb the oak staircase to the sunny and spacious second floor apartment. There's a nice view of State Street and the Empire State Plaza.  Features include: a new fully equipped kitchen, comfy lounge area, dining /work table, renovated vintage bathroom, walk-in closet and new queen bed. Feel free to enjoy a glass of wine in the art gallery.","We enjoyed staying in this old home with lots of character. It was very clean and organized. I appreciated the selection of tea and coffee. The instructions on how to find and enter the place were straightforward. My only gripe was the parking, which can't be helped. Again, the instructions on where to park are easy to follow. If you're out and about during the day, it's not a problem. Parking on the square is close, easy, and free at night! David was easy to communicate with.",0.5,0.8,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.8,0.5,0.5,0.5,0.5
5844,"BOOK this 2-bed fl 2 apt. in a renovated historic two-century-old building in a quiet neighborhood of Albany's Pastures. Great location near Albany Medical Center, MVP Arena, Empire State Plaza, Library, Lark Street, State Offices, courts; easy access to local & regional bus routes and highways (I-787, I-90 & I-87).  Private balcony w/ seating Up to 4 NON-SMOKING guests Toiletries included  Message me anytime. Hope to welcome you soon!","This rental was beautiful! My husband and I actually spoke about getting a place like this in 15-20 years for our retirement! We ordered Diner Dash and no issues with the driver finding us, etc.",0.5,0.5,0.8,0.8,0.5,0.5,0.8,0.8,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
10122,"This historic property is close to everything making it easy to plan your visit. The room is tastefully decorated with a spilt king purple hybrid 4 mattress, sitting area, and well lit desk. There’s a large closet and entertainment center as well. The bathroom is shared with one other room. A second shared bathroom is on the first floor of the home.","Highly recommend, perfect spot for a quick stop on the road. Easy to find and comfortable. Absolutely gorgeous home! Responsive helpful and host, felt private",0.5,0.5,0.8,0.8,0.5,0.8,0.8,0.8,0.5,0.5,0.5,0.5,0.4,0.4,0.5,0.8,0.5,0.5,0.5,0.5
1238,Spacious warm studio in 1840 house close to hospitals and downtown. Own bath flat screen cable tv wireless internet ground floor. Double bed coffee tea fridge microwave and parking. Suit 1. On park walk to post office cvs Chinese sports bar. Comfortable and decorated with taste. Irish host,"The neighborhood is excellent. Liz was a very good communicator, well in advance, and made the arrangements easy.  It is a nice, comfortable, restful place in town to stay at.",0.5,0.5,0.8,0.8,0.5,0.5,0.8,0.8,0.5,0.5,0.5,0.5,0.8,0.8,0.5,0.5,0.5,0.5,0.5,0.5
11448,"Stay in Albany's Grand House! Relax in this gorgeous, light-filled 600-sf guest suite in the historic Mansion District with dramatic 14-ft ceilings, marble fireplaces, modern art, fresh flowers & plants. Suite includes bedroom, living room w/sleeper sofa, work station & private bath. Perfect for couples or a family! Walk to downtown, MVP Arena, Lark Street, bars & restaurants. 24/7 entry. EV charger (non Tesla). Lovely garden. Coffee, snacks & reliable WiFi. Super clean, comfortable & private.",Phat and Karley were wonderful and friendly hosts. The space was beautiful and had everything we needed for our brief stay. Phat was quick to provide us with local restaurant recommendations and helpful in offering us to use their iron/steamer when we didn’t have one. Street parking was easy and the place is walking distance to the downtown area (about 15-20 min walk). Would definitely recommend their home for anyone visiting the area.,0.8,0.8,0.8,0.7,0.8,0.8,0.8,0.6,0.5,0.5,0.5,0.5,0.8,0.8,0.8,0.8,0.8,0.7,0.7,0.6
11814,The whole group will enjoy easy access to everything from this centrally located place. Sun filled top floor unit with spacious bedrooms-well equipped kitchen and modern bath. Convenient location near highway and major hospitals/universities. Malls-restaurants and shopping all close by. Quiet residential neighborhood makes it lovely to walk to close by restaurants to grab a bite to eat outside. Come spend a night or two and be our guest,Diana was a great host. She provided helpful information and excellent communication. The apartment was clean and a perfect place for our stay.,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.6,0.5,0.5,0.5,0.5,0.8,0.8,0.8,0.8,0.5,0.5,0.7,0.7
11831,Hudson 1 is a first floor queen room with a larger bathroom and tub. Each room is equipped with a SmartTV and Apple TV as well as a desk.   This room is not pet friendly.   Complimentary Services: Continental Breakfast Onsite Parking Electric Parking Wi-Fi & Apple TV Keyless Entry Ensuite Guest Rooms ​ Paid Services: Cocktails Meeting Space Rentals Pets (If applicable) Early Checkin (1PM) Late Checkout (12PM),"The Argus was one of the most unique Airbnb experiences we've had. This peaceful hotel was warm and welcoming.  The shared kitchen space had a couple toaster ovens that were perfect for warming up leftovers.  In the morning we made a latte using the Keurig and had some awesome granola with blueberries while playing cards in one of the many beautiful seating areas.  Before leaving we took a walk by the water right next to the hotel. If I had to describe the experience in one word, I would say staying at the Argus was peaceful.",0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
6044,"1st floor studio in Historic Brownstone 1800's across the street from Washington park. Beautiful woodwork throughout with all the comforts & amenities of home. Quiet area where you can walk or jog in the park or just enjoy a cup of coffee outside. Choice of restaurants and stores on Lark street, movie theater, hospitals and malls all in close proximity. We are located on State street in Albany in a desirable residential area. ((NO PARTIES!!))",Great location. Great communication. Lloyd is top notch.,0.5,0.5,0.5,0.5,0.5,0.8,0.8,0.8,0.5,0.5,0.5,0.5,0.5,0.5,0.8,0.8,0.5,0.5,0.5,0.5
11515,"Stay in Albany's Grand House! Relax in this gorgeous, light-filled 600-sf guest suite in the historic Mansion District with dramatic 14-ft ceilings, marble fireplaces, modern art, fresh flowers & plants. Suite includes bedroom, living room w/sleeper sofa, work station & private bath. Perfect for couples or a family! Walk to downtown, MVP Arena, Lark Street, bars & restaurants. 24/7 entry. EV charger (non Tesla). Lovely garden. Coffee, snacks & reliable WiFi. Super clean, comfortable & private.","Albeit brief, we very much enjoyed our stay in Phat & Karley's home. The guest suite was beautiful - mini/maximalist with many tasteful details (bonus art installation), a very comfortable bed, and access to a peaceful backyard sanctuary. Phat and Karley were also extremely friendly and accomodating. Neighborhood was convenient and walkable. Definitely recommend to anyone visiting the Albany area. 👌🏻",0.9,0.9,0.8,0.8,0.8,0.8,0.6,0.6,0.5,0.5,0.5,0.5,0.8,0.8,0.8,0.8,0.7,0.7,0.6,0.6
4665,"2-bedroom 1st floor apt. w/ full amenities! Renovated historic 200-year-old building in quiet neighborhood of Albany's Pastures. Great location near Albany Medical Center, MVP Arena, Empire State Plaza, Library, Lark Street, State Offices, courts; easy access to local & regional bus routes and highways (I-787, I-90 & I-87).  Accommodates up to 6 NON-SMOKING guests. Toiletries included.   Save & BOOK this apartment today! Message me anytime. Hope to welcome you soon!  -Earl","The layout of the apartment was as described, 2 bedrooms with 1 bathroom. My family of 5 (1 infant) fit great. Unfortunately, with the a/c being window units and accessible from the deck, we did not feel very safe or secure. I believe if that issue was resolved we would have no issues with this apartment.",0.5,0.5,0.6,0.6,0.5,0.5,0.6,0.6,0.5,0.5,0.5,0.5,0.5,0.5,0.8,0.8,0.5,0.5,0.5,0.5
791,"(21 years of age or older ONLY) NON- SMOKING.. NO PARTIES Allowed.  Cozy basement apartment in a historic brownstone in the heart of ""Center Square"".  Surrounded by shops, restaurants, and night life. Walking distance to Albany Med, State Offices, The State Capital, and The Empire State Plaza. 30 mins from Saratoga Raceway. 50 mins from Lake George. 1/2 mile Palace theater","Great location that made it easy to walk around the city. The place was very well-kept with a unique charm. Our host made check-in, check-out, and parking very easy.",0.5,0.5,0.8,0.8,0.5,0.5,0.8,0.8,0.5,0.5,0.8,0.8,0.5,0.5,0.5,0.5,0.8,0.8,0.5,0.5
9362,"A beautiful newly renovated 2 Bedroom apartment. 1 bedroom is set up as office with a desk and chair and also a yoga mat and workout bands. The apartment is located 3 minutes walking from Albany Med, a few steps away from Washington Park, several minutes from State offices. The area is full of great restaurants, walking distance grocery store and boutique shops.","Very nice apartment! Clean, included everything mentioned on posting. I’d highly recommend a stay here! :)",0.5,0.5,0.8,0.8,0.5,0.5,0.8,0.8,0.5,0.5,0.8,0.8,0.5,0.5,0.5,0.5,0.8,0.8,0.5,0.5
3245,"Private entrance to sunny garden level suite in a historic yet completely renovated 1858 town house. Clean, tidy, well appointed, on pretty cobblestone street between Empire State Plaza (one block away) and Washington Park (two block away), walkable to everything on Lark and Downtown. Private entrance and back exit to secbathroom, living room, bedroom, classic, fragrance free, restful, happy vibes. Access to a secluded private garden/patio. We have hosted more than 3,000 guests since 2","Affordable, cozy and clean. If I make it back through Albany on future travels I would consider staying here again. Loved the contactless check-in.",0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.8,0.8,0.5,0.5,0.5,0.5,0.5,0.5
12021,"Welcome to the Mansion Suite, a newly renovated historic gem in the heart of Center Square.  Through a private entrance, down a long foyer, you'll discover the grand Oak Room, an expansive living/dining room with dramatic fireplace mantel, paneling, beamed ceiling, stained glass windows. Adjacent to the lounge, is a stylish and fully equipped  kitchen with new stainless steel appliances.  Both bedrooms have new queen beds, beautiful natural woodwork and overlook a private and quiet courtyard.","We had a wonderful time staying here. The Airbnb is beautiful, centrally located, and in an easily walkable part of Albany. We would absolutely stay here again.",0.5,0.5,0.8,0.8,0.5,0.5,0.8,0.8,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
7729,"This completely modernized garden-level space provides a charming and unique atmosphere while also being centrally located in the Capital Region of New York.   My partner and I have taken ample time to carefully craft this space to maximize its potential and ensure your enjoyment. Featuring a fully loaded kitchen with stainless steal appliances, marble countertops, exposed brick throughout, tasteful decor, and your own private patio. We truly hope you enjoy this space as much as we do!","So cute!  The location is amazing, walking distance to so much!  You must eat at Ellie B’s and Ralph’s. ❤️❤️❤️ Albany.",0.5,0.5,0.8,0.8,0.5,0.5,0.8,0.8,0.5,0.0,0.5,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
10536,"Enjoy the private and clean comfort of this centrally-located brownstone.  The building is over 100 years old and has been renovated to reflect a modern style.  We are near everything Albany has to offer.  Washington Park, an 81-acre estate that was designed in the late 1800s, is on the adjacent street.  The New York State Capitol, The MVP Stadium, Albany Medical Center, art museums, and restaurants are a brisk walk away, and it takes about a 5-minute drive to the SUNY Albany campus.",I was only in for one night at Rabia's. The flat was nice and comfortable for the short period that i was in town. Rabia's communication prior to arriving was good.,0.8,0.8,0.8,0.8,0.5,0.5,0.8,0.8,0.5,0.0,0.5,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
1424,Spacious warm studio in 1840 house close to hospitals and downtown. Own bath flat screen cable tv wireless internet ground floor. Double bed coffee tea fridge microwave and parking. Suit 1. On park walk to post office cvs Chinese sports bar. Comfortable and decorated with taste. Irish host,"Stayed here twice. Loved it both times. Amazing place, definitely stay here if you’re in Albany!",0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.8,0.8,0.5,0.5,0.5,0.5,0.5,0.5
11356,"Welcome to our newly renovated 4BR/2BA Dutch-inspired cottage on 1.5 private acres in a forest setting. Perfect for family/friend gatherings. Enjoy an open floor plan with a fully equipped kitchen, cozy living, and all the modern amenities you need for a relaxing visit.  Located only a few minutes from downtown Albany, SUNY Albany, AMC & Albany College of Pharmacy.","Sweet, well appointed & beautifully renovated cottage with everything you need for a comfortable stay. Nanette is a helpful and friendly host. We will hope to be back!",0.5,0.5,0.5,0.5,0.5,0.8,0.5,0.5,0.5,0.5,0.5,0.5,0.8,0.8,0.5,0.5,0.5,0.5,0.8,0.5
4929,"BOOK this 2-bedroom 2nd floor apt. w/ full amenities! Renovated historic 200-year-old building in quiet neighborhood of Albany's Pastures. Great location near Albany Medical Center, MVP Arena, Empire State Plaza, Library, Lark Street, State Offices, courts; easy access to local & regional bus routes and highways (I-787, I-90 & I-87).   Accommodates up to 6 NON-SMOKING guests. Toiletries included.  Save & BOOK this trendy suite w/ deck today! Message me anytime. Hope to welcome you soon!  -Earl","Earl was fantastic to work with and made check in and check out very easy!  We really only used this quaint space to sleep (we were so busy during our stay), so we didn't spend all that much time there.  The beds were comfy and the shower was good, so we were happy!  Thanks, Earl!",0.5,0.7,0.5,0.5,0.5,0.8,0.8,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.8,0.5,0.5,0.5,0.5
10847,"The whole group will enjoy easy access to everything from this centrally located place. Convenient 1st floor unit with ample bedrooms, livingroom, dining room and spacious kitchen. Off street parking spot included.",Great place. Great location. Close to park. Clean and stocked.,0.5,0.5,0.8,0.8,0.5,0.5,0.8,0.8,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
3079,"Private entrance to sunny garden level suite in a historic yet completely renovated 1858 town house. Clean, tidy, well appointed, on pretty cobblestone street between Empire State Plaza (one block away) and Washington Park (two block away), walkable to everything on Lark and Downtown. Private entrance and back exit to secbathroom, living room, bedroom, classic, fragrance free, restful, happy vibes. Access to a secluded private garden/patio. We have hosted more than 3,000 guests since 2",My home away from home for the last couple of months. Close to lots of great restaurants in an awesome neighborhood. Hosts are very responsive.,0.5,0.5,0.5,0.5,0.5,0.8,0.5,0.5,0.5,0.5,0.5,0.5,0.8,0.8,0.5,0.8,0.5,0.5,0.5,0.5
12107,"Welcome to your Beacon apartment!  Step into the warm embrace of your Beacon Avenue apartment. Experience the charm of this spacious, large 2-bedroom home nestled in the heart of Albany.  Comforts of a complete home where space and luxury come together seamlessly.  Your new apartment can accommodate up to 4 guests, along with a dedicated work-from-home space with an adjustable standing desk & WiFi.  Enjoy nearby shopping & dining just minutes away, immersing yourself in Albany's vibrant tapestry","Our host Tanjin was very easily contacted by messaging and impressively swift in responding. The apartment was nicely furnished. The appliances and utensils in the kitchen were well supplied for making meals. The bathroom was clean and supplied with soap, shampoo, cream rinse, and lovely towels. The bedrooms were both nicely made up and linens were fresh and clean. We would definitely stay here again. Thank you for making our stay so pleasant.",0.5,0.8,0.5,0.5,0.5,0.8,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.8,0.8,0.8,0.5,0.5,0.5,0.5
7029,"Step into the charming and comfy 1BR/1BA apartment in the heart of Albany, NY. It promises a relaxing retreat bordering picturesque Washington Park and funky Lark Street while being within walking distance to the vibrant downtown, which offers easy access to restaurants, shops, and exciting attractions.  The lovely design and the prime location will leave you in awe.  ✔ Comfy Queen Bedroom ✔ Open Design Living ✔ Fully Equipped Kitchen ✔ Smart TV ✔ Wi-Fi ✔ Free Parking  See more below!",The place was great a d Terra was very organized. Great location right near Lark and downtown. Didn't need an Uber.,0.5,0.5,0.8,0.8,0.5,0.5,0.8,0.8,0.5,0.5,0.8,0.8,0.5,0.5,0.5,0.5,0.5,0.5,0.8,0.8
10869,"A large suite located in a huge Victorian that’s very quiet. Suites have separate locks and are very private. The house maintains a very professional environment. Walking distance to hospitals, law schools and restaurants.",Laurie and Bella’s place was truely amazing! The room is better than the pictures. I stayed here for a rotation at Albany medical center and had a good time. Very clean and spacious. Warm during the winter months. Very responsive hosts. Highly recommend!,0.5,0.8,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.8,0.8,0.8,0.8,0.5,0.5,0.5,0.5
3884,"BOOK this attic loft in a renovated historic 200 year-old building in a quiet neighborhood of Albany's Pastures. Great location near Albany Medical Center, MVP Arena, Empire State Plaza, Library, Lark Street, State Offices, courts; easy access to local & regional bus routes and highways (I-787, I-90 & I-87).  Great for traveling nurses!  Accommodates up to 5 NON-SMOKING guests. Toiletries included.  Save & BOOK our 3rd floor suite today! Message me anytime. Hope to welcome you soon!  -Earl","Earl is very friendly and accommodating. His loft is very cozy and within walking distance of great eats and other necessities. Would stay here again, thanks!",0.5,0.5,0.8,0.6,0.8,0.8,0.6,0.6,0.5,0.5,0.5,0.5,0.8,0.8,0.8,0.8,0.8,0.8,0.5,0.5
9662,"This charming townhouse is located in the historic district of Albany. This stay is surrounded by many great indoor and outdoor attractions. The State Capitol is a short 5 minute walk away. For those who enjoy trying new food or love their morning coffee, you can visit one of the many restaurants, bars and cafes located on Lark Street. No matter what reason you have for visiting Albany, this home away from home is the perfect stay!","My husband and I were traveling with our infant and my mom for a wedding in the area. We wanted to stay in a spot where our kiddo could have more space to play, and where we had access to amenities like a washer, regular sized fridge, and stocked kitchen. Jared’s place was great for that! The house was super clean and the beds were comfortable. The floors were squeaky, but that’s expected for the age of the house. Jared was also very quick to respond to messages and gave us a great breakfast recommendation. We had a lovely stay!",0.5,0.8,0.8,0.8,0.5,0.8,0.6,0.6,0.5,0.5,0.5,0.5,0.5,0.8,0.5,0.8,0.5,0.5,0.5,0.5
8300,"Relax in a newly renovated one bedroom/one bathroom apartment located on the first floor of a charming brownstone building. It features lofty ceilings with beautiful architecture and a newly remodeled kitchen. Conveniently located to the Palace Theater, Capitol Rep Theater, Times Union Center and the Empire State Plaza. This rental is in walking distance to many popular eateries, bars, and more to explore!","The space is beautiful, clean, well-maintained, and cozy. We appreciated the architecture and original fixtures. David was proactive as a host and very easy to contact. We had a great stay! The only issue (which might be fixed in the future) was the bed... the mattress was sunken in the middle, the frame was a bit creaky, and the mattress protector isn't breathable for people who run hot when they sleep (like me). These were only minor issues; we definitely enjoyed our stay!",0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.8,0.8,0.5,0.5,0.5,0.5,0.5,0.5
2134,Old style comfort.  Large high ceiling studio w kitchen facilities and private walk in shower    Queen size bed.  Lots of windows.  Ceiling fan. Window a/c.   Old world ambience with large mirrors and wallpaper.  Street level.  No stairs.  Parking at the door in driveway.  Porch w rocking chairs. Lots of garden. Park  called Greenway across the street.  Walk to post office hospital lots of eateries Starbucks.  15minute bus service from new Scotland ave to downtown.  Wi-Fi 5 G. Lockbox entry.,"This Airbnb is a gem! It's cozy and furnished with love to details. Located in a beautiful wooden house in a typical American neighborhood it offers all you need for a comfy stay while being affordable! (Plus a beautiful wooden floor that not only European hipsters will love.) Though we didn't have the opportunity to meet Elizabeth in person, communication was easy-going and replies were fast, including detailed instructions for an effortless check-in. Can recommend it in any case and would love to come back someday. This accommodation might work best for those with a (rental) car or those who rely on shuttle services like Lyft or Uber or bring/share a bike. Similar to other cities in the US of that size public transit is not fully developed and the Airbnb might be not accessible very well in off-peak time—though getting around by bus in Albany is definitely possible.",0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
6030,"Newly renovated single family home in the heart of Albany. The house is equipped with everything you need including the all important Nespresso coffee machine. You will find it warm and homey, but also simple and free of clutter that prevent you from making the space feel like your own. I want you to enjoy the freedom that comes with staying in an Air BnB and the comfort you would expect from a boutique hotel. Enjoy the fenced in backyard equipped with grill, firpit and hammock. Hello summer","Diana’s place was the perfect home while in town for a basketball tournament. Our host went above and beyond to make sure we felt at home. The house is cute, comfortable, very clean and well equipped. Beautiful kitchen and we even had time to plan a BBQ in the backyard between games! House is on a quiet street and we felt safe throughout our stay. Thank you Diana! Will definitely book again in the near future.",0.5,0.8,0.8,0.8,0.8,0.8,0.8,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
12901,"This 2nd Floor 2BR apartment shines with beautiful hardwoods, an open flow, a newer bathroom, a newer King sized ""Purple"" gel flex mattress, and a new Queen ""Kingsdown Prime"" mattress. Reclining couch in living room; full but small kitchen, Keurig; laundry; parking, ceiling fans, window ACs. Prime location close to airport, highways, eateries; less than 10 minutes to downtown Albany/MVP Center/Hospitals; 20min to Rivers Casino; 40 min to SPAC/Saratoga Racetrack; 1hr to Lake George/Great Escape!","John & Missy’s 2nd floor apartment was perfect for our stay in Albany. It’s located close to campus and walkable to many restaurants. The entire place was incredibly clean and we felt very welcomed with a few bottles of chilled water in the fridge. There is plenty of space and despite being right on Western Ave, it was super quiet and peaceful. The hosts were very responsive during planning. We’d highly recommend it and plan on staying again during lax season!",0.5,0.8,0.8,0.8,0.5,0.5,0.8,0.8,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.8,0.8
6774,"Live in style! This TRENDY apt has top quality appliances, modern finishes and is located at a PRIME downtown Albany location.   4K Smart TV with Netflix, fully stocked kitchen & bathroom with all travel essentials, high speed internet! Free street parking. Available for long term stays!  **Important To prevent underage parties, weekend bookings are only available for 25+. When reserving, please share a photo of your ID that matches your name on Airbnb or your LinkedIn profile.",Affordable and convenient. Beds were comfortable. Bathroom was nice. Parking was easy and it had everything we needed.,0.5,0.5,0.8,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.8,0.8,0.5,0.5,0.5,0.5,0.5,0.5
11414,"Welcome to our newly renovated 4BR/2BA Dutch-inspired cottage on 1.5 private acres in a forest setting. Perfect for family/friend gatherings. Enjoy an open floor plan with a fully equipped kitchen, cozy living, and all the modern amenities you need for a relaxing visit.  Located only a few minutes from downtown Albany, SUNY Albany, AMC & Albany College of Pharmacy.","Only stayed one night on the way to our daughter’s wedding but wish we had more time to enjoy the beautiful place. Great location, lovely home and Antoinette was a wonderful host! If we are ever in the Albany area again we would definitely stay here!",0.5,0.5,0.5,0.5,0.8,0.8,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.8,0.8,0.8,0.5,0.8,0.5
4938,"BOOK this 2-bedroom 2nd floor apt. w/ full amenities! Renovated historic 200-year-old building in quiet neighborhood of Albany's Pastures. Great location near Albany Medical Center, MVP Arena, Empire State Plaza, Library, Lark Street, State Offices, courts; easy access to local & regional bus routes and highways (I-787, I-90 & I-87).   Accommodates up to 6 NON-SMOKING guests. Toiletries included.  Save & BOOK this trendy suite w/ deck today! Message me anytime. Hope to welcome you soon!  -Earl","Pristine building, incredibly clear instructions, amazing response time, very charming apartment with very comfy beds. Surrounding area is a bit shocking if you are not used to the Albany area but the block that this building is on is perfectly fine and very quiet. Earl’s fair warning is valid and the stay itself certainly makes up for it. Will definitely be back!!",0.5,0.9,0.8,0.6,0.5,0.8,0.8,0.6,0.5,0.5,0.5,0.5,0.8,0.8,0.8,0.8,0.5,0.5,0.5,0.5
6084,"1st floor studio in Historic Brownstone 1800's across the street from Washington park. Beautiful woodwork throughout with all the comforts & amenities of home. Quiet area where you can walk or jog in the park or just enjoy a cup of coffee outside. Choice of restaurants and stores on Lark street, movie theater, hospitals and malls all in close proximity. We are located on State street in Albany in a desirable residential area. ((NO PARTIES!!))","See all the great reviews below?  Well the truth is, they are completely true. This place is a gem. A really large comfortable studio. This space was once the front parlor of this magnificent Victorian house with beautiful details of the time, like pocket shutters, high ceilings and the elegant wood and tile fireplace you see in the pictures. The small kitchen is well equipped and there is great counter space on the island cabinet which also has two stools for eating at it. I loved the location across from a beautiful park and only a quick ten minute walk from Lark Street with all its restaurants and cafes.",0.5,0.9,0.8,0.8,0.5,0.5,0.8,0.8,0.5,0.5,0.5,0.5,0.8,0.8,0.5,0.5,0.5,0.5,0.5,0.5
2395,"Urban Oasis!  2nd Floor master bedroom in residential home.  Queen sized bed. Private bath. Mini-refrigerator, microwave and sitting area in room. Shared entrance but access to full kitchen, bath, bedroom, laundry and parking. Walking distance to Albany Med, Albany Pharmacy, Albany Law School, College of St. Rose and Sage College.  On Main bus line.  10 minute drive from downtown",We had a wonderful stay! Everything exceeded expectation. The bedroom was comfortable and had everything necessary for a long or short stay. The private bathroom was large and clean. The hospitality was excellent as well. We would definitely stay again.,0.5,0.8,0.5,0.5,0.5,0.8,0.5,0.5,0.5,0.5,0.5,0.5,0.8,0.8,0.5,0.8,0.5,0.5,0.5,0.5
3083,"Private entrance to sunny garden level suite in a historic yet completely renovated 1858 town house. Clean, tidy, well appointed, on pretty cobblestone street between Empire State Plaza (one block away) and Washington Park (two block away), walkable to everything on Lark and Downtown. Private entrance and back exit to secbathroom, living room, bedroom, classic, fragrance free, restful, happy vibes. Access to a secluded private garden/patio. We have hosted more than 3,000 guests since 2",We had a wonderful stay with Janet. Lovely and clean and spacious with all the little touches you could need. Fantastic location. Highly recommend.,0.5,0.8,0.5,0.8,0.5,0.8,0.5,0.5,0.5,0.5,0.5,0.5,0.8,0.8,0.5,0.5,0.5,0.5,0.5,0.5
